"Group","Abiotrophia","Acetobacter","Achromobacter","Acidaminococcus","Acinetobacter","Actinobacteria_unclassified","Actinomyces","Actinomycetales_unclassified","Aggregatibacter","Akkermansia","Alistipes","Allisonella","Allobaculum","Alloprevotella","Alloscardovia","Alphaproteobacteria_unclassified","Aminicenantes_unclassified","Anaerococcus","Anaerofustis","Anaerotruncus","Aneurinibacillus","Arcobacter","Atopobium","Bacillaceae_2_unclassified","Bacillales_unclassified","Bacilli_unclassified","Bacillus","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Bulleidia","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Calditerrivibrio","Caloramator","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Capnocytophaga","Cardiobacterium","Catenibacterium","Catonella","Cetobacterium","Chitinophagaceae_unclassified","Chromatiaceae_unclassified","Cloacibacillus","Cloacibacterium","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Comamonadaceae_unclassified","Comamonas","Coprobacillus","Coriobacteriaceae_unclassified","Corynebacterium","Cryomorphaceae_unclassified","Deltaproteobacteria_unclassified","Desulfobacteraceae_unclassified","Desulfobulbaceae_unclassified","Desulfomicrobium","Desulfotomaculum","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Edwardsiella","Eggerthella","Eikenella","Enhydrobacter","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelothrix","Erysipelotrichaceae_unclassified","Escherichia/Shigella","Eubacteriaceae_unclassified","Eubacterium","Facklamia","Faecalibacterium","Filifactor","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavobacteriales_unclassified","Flavobacterium","Flavonifractor","Fusobacteriaceae_unclassified","Fusobacteriales_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Gemella","Gemmobacter","Gordonibacter","Granulicatella","Haemophilus","Hallella","Helicobacter","Helicobacteraceae_unclassified","Holdemania","Howardella","Hydrogenophilus","Kingella","Klebsiella","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Leptospira","Leptotrichia","Limnohabitans","Megamonas","Megasphaera","Meiothermus","Methylobacterium","Methylococcaceae_unclassified","Methylocystis","Mitsuokella","Moraxella","Moraxellaceae_unclassified","Mucispirillum","Mycoplasma","Neisseria","Neisseriaceae_unclassified","Odoribacter","Omnitrophica_unclassified","Oscillibacter","Oxalobacter","Oxalobacteraceae_unclassified","Paludibacter","Parabacteroides","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pasteurellaceae_unclassified","Pediococcus","Pedobacter","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Phenylobacterium","Plesiomonas","Polynucleobacter","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Proteus","Providencia","Pseudoflavonifractor","Pseudomonadaceae_unclassified","Pseudomonas","Pseudoxanthomonas","Psychrobacter","Pyramidobacter","Rhizobiales_unclassified","Rhodobacteraceae_unclassified","Roseburia","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Salmonella","Selenomonadales_unclassified","Selenomonas","Serratia","Shuttleworthia","Slackia","Solobacterium","Sphingobacteriaceae_unclassified","Sphingobacterium","Sphingobium","Sphingomonadaceae_unclassified","Sphingomonadales_unclassified","Spirochaetaceae_unclassified","Spirochaetales_unclassified","SR1_unclassified","Staphylococcus","Streptococcaceae_unclassified","Streptococcus","Sutterella","Symbiobacterium","Synergistaceae_unclassified","Syntrophobacteraceae_unclassified","Thauera","Thermodesulfovibrio","Thermolithobacter","Thermotoga","Thiofaba","Treponema","Trichococcus","Turicibacter","Varibaculum","Veillonella","Veillonellaceae_unclassified","Vibrio","Weissella"
"C43",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,49,1,146,0,0,0,0,1,1,226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,151,1,4,130,0,5,0,6,89,0,0,0,2,0,0,0,0,0,0,0,47,0,0,0,100,0,2,0,0,1,0,0,0,0,0,80,0,0,0,525,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,432,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,6,0,0,0,6,0,0,0,0,2,0,38,0,0,0,0,0,13,4,47,0,0,0,0,0,0,0,0,0,0,0,0,104,0,337,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,3
"C45",0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,36,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,2,40,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181,0,0,0,0,0,0,0,0,0,33,2,0,0,1,565,0,0,1,0,0,0,0,1,0,13,0,15,0,0,9,1,0,0,0,0,0,0,0,0,419,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,58,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,234,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"C47",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,37,0,0,1,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,66,0,2,0,0,0,0,0,0,0,15,160,0,0,0,549,0,0,7,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,197,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C49",0,0,0,0,0,0,1,0,0,1,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197,0,158,0,4,0,0,243,4,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,9,0,19,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,0,1,0,0,1,0,2,0,0,9,10,0,0,0,252,0,0,0,0,0,0,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,426,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,93,0,0,1,0,0,0,0,0,0,1,0,31,0,0,0,0,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C51",0,0,0,0,0,0,8,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,1,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,492,0,0,17,68,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,9,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"C53",0,0,0,0,3,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,56,0,0,0,0,77,1,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,45,1,0,85,0,4,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,8,0,4,124,0,4,0,0,0,0,6,0,0,32,13,0,0,0,615,0,0,3,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,430,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,42,0,0,0,0,0,0,3,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,94,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
"C55",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,654,0,0,0,0,3,5,238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,1,0,0,0,0,3,24,2,0,0,2,0,0,7,0,0,0,30,0,0,59,0,1,0,0,0,0,0,0,0,9,0,0,0,0,480,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,118,0,0,31,0,0,0,0,0,0,0,53,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"C57",0,0,0,0,0,1,0,0,0,0,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,4,116,0,0,1,0,20,2,228,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,3,0,4,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,98,65,0,0,0,0,0,0,0,0,0,19,13,0,1,0,630,0,0,7,0,0,0,13,0,0,12,0,0,0,0,7,0,0,0,0,1,2,0,0,15,374,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,27,2,0,0,11,0,0,0,0,0,0,61,0,0,0,0,0,26,199,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,92,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C59",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,60,1,0,0,0,20,6,313,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,2,0,0,10,0,0,0,0,13,0,0,0,0,386,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,21,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C61",0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,95,0,0,0,0,37,7,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,74,1,0,303,0,4,0,2,19,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,162,0,2,0,0,4,0,0,0,0,21,7,0,0,0,482,0,0,46,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,28,592,0,1,47,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,10,0,5,0,0,0,0,0,0,4,3,11,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,3,0,165,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
"C63",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,2,0,0,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,244,0,0,2,167,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C65",0,0,0,5,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,227,0,0,0,0,94,3,201,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,4,0,26,0,1,52,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,117,0,1,0,0,1,0,0,0,0,41,7,0,0,0,321,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,419,0,1,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C67",0,0,0,0,0,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,209,0,0,0,0,35,6,87,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,50,0,0,20,0,0,1,1,35,0,0,0,0,0,0,1,0,0,0,0,22,0,1,2,33,0,3,0,0,12,0,11,0,0,2,166,0,0,0,124,0,0,5,0,0,0,1,0,0,3,0,14,0,0,2,0,0,0,0,1,0,0,0,14,130,0,0,1,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,29,0,0,0,1,0,0,0,0,1,0,6,48,0,0,0,0,4,71,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,28,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2
"C69",0,0,0,2,1,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,388,0,0,1,0,9,7,330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,37,14,4,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,76,0,0,0,7,0,0,2,0,0,0,22,27,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,433,0,0,1,1,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C71",0,0,0,0,0,0,1,0,0,20,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,129,0,0,0,1,212,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,14,0,17,1,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,1,0,0,0,17,0,0,0,83,0,0,288,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,21,5,0,8,0,0,0,0,0,0,0,1,89,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"C73",0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,44,723,1,0,0,0,2,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,42,36,0,188,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,2,0,0,3,35,0,0,0,345,0,0,15,0,0,0,6,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
"C75",0,0,0,14,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,1,6,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,18,1,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,12,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,43,0,0,57,0,0,0,0,2,0,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,0,186,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,121,0,0,0,0,0,0,0,0,0,0,71,30,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C77",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,174,0,0,0,0,0,0,452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,53,0,11,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,0,0,0,0,2,0,0,2,36,1,0,0,4,0,0,111,0,0,3,11,0,0,16,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1
"C79",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,72,2,361,3,0,0,0,7,0,84,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,62,0,0,57,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,7,0,4,0,0,34,67,0,0,0,645,0,0,3,0,0,0,8,0,1,16,0,0,0,0,0,1,1,0,0,3,1,0,0,13,482,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,33,0,0,0,5,0,0,0,1,0,0,13,7,0,0,0,1,9,24,2,0,4,0,0,0,0,0,0,0,12,0,0,37,0,234,0,0,0,0,11,0,0,3,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,10,0,4,2,0,0
"C81",0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,244,0,0,0,0,146,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,110,6,0,123,0,22,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,48,0,0,0,0,3,0,1,0,0,31,10,3,0,0,754,0,0,6,0,0,0,33,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,71,252,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,192,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C83",0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,4,0,0,0,0,0,22,0,0,0,0,0,21,1,4,4,0,0,0,153,0,1,0,0,0,0,0,0,0,7,1,1,9,1,0,0,0,3,0,0,0,0,0,0,26,0,16,21,0,573,0,7,1,6,0,0,0,0,2,1,0,4,0,0,0,0,0,1,11,0,0,0,0,5,0,251,0,0,0,121,2,0,0,3,1,0,2,3,1,13,16,0,5,20,0,0,0,0,0,0,0,0,1,0,0,0,1,18,922,1,0,37,1,1,8,9,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,1,2,3,0,0,0,0,0,0,2,0,0,1,4,0,2,0,3,10,13,50,2,0,12,0,0,0,0,0,0,0,21,0,1,5,0,2,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1,0,0,1,40,0,0,0,0,0,0,0,0,0,5,6,0,0,25,1,0,0
"C85",0,0,0,0,0,0,1,0,0,274,26,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,63,0,172,0,0,0,0,5,1,703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,237,0,0,72,2,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,26,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,3,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C87",0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,36,7,478,0,0,0,0,0,3,54,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,15,0,0,0,5,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,2,0,0,0,0,1,0,42,0,0,2,20,3,0,0,0,0,0,31,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,29,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,459,93,0,0,0,0,25,0,0,0,0,0,0,0,1,0,11,23,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C89",0,0,0,4,10,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,119,25,374,2,0,0,0,24,3,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,101,0,0,1,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,28,1,266,0,0,0,152,0,0,0,34,0,0,56,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,106,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C93",0,0,0,0,0,0,1,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,92,0,0,0,0,3,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,99,1,0,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,145,0,0,0,0,48,0,18,0,0,22,4,0,0,0,224,0,0,26,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,2,3,0,0,91,562,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,33,6,0,0,1,0,0,0,0,0,0,1,60,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,281,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"H01",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,560,0,0,0,1,131,1,132,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,49,0,23,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83,0,0,0,0,2,0,0,0,0,34,2,0,0,0,472,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,209,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
