otu,mda_median,iqr25,iqr75,study
Anaerofustis,1.47897021125528,1.47897021125528,1.47897021125528,baxter
Rothia,1.46799508773363,1.46799508773363,1.46799508773363,baxter
Butyricimonas,1.46684404341381,1.46684404341381,1.46684404341381,baxter
Peptostreptococcaceae_unclassified,1.46149428070654,1.46149428070654,1.46149428070654,baxter
Desulfovibrio,1.44675538886114,1.44675538886114,1.44675538886114,baxter
Lactonifactor,1.42827332436232,1.42827332436232,1.42827332436232,baxter
Proteobacteria_unclassified,1.33185896735882,1.33185896735882,1.33185896735882,baxter
Candidatus_Saccharibacteria_unclassified,1.30616713919647,1.30616713919647,1.30616713919647,baxter
Paraprevotella,1.28104734436808,1.28104734436808,1.28104734436808,baxter
Gemella,1.25017905794172,1.25017905794172,1.25017905794172,baxter
Bacteroidales_unclassified,1.17385175842377,1.17385175842377,1.17385175842377,baxter
Slackia,1.14895897430169,1.14895897430169,1.14895897430169,baxter
Acidaminococcus,1.11903346642697,1.11903346642697,1.11903346642697,baxter
Coprobacillus,1.11100939990867,1.11100939990867,1.11100939990867,baxter
Pseudoflavonifractor,1.09702264298277,1.09702264298277,1.09702264298277,baxter
Enterobacteriaceae_unclassified,1.09325527765821,1.09325527765821,1.09325527765821,baxter
Acidaminococcaceae_unclassified,1.06058821374243,1.06058821374243,1.06058821374243,baxter
Burkholderiales_unclassified,1.05559670962069,1.05559670962069,1.05559670962069,baxter
Lactobacillales_unclassified,1.02950414271632,1.02950414271632,1.02950414271632,baxter
Cloacibacillus,1.00145583662898,1.00145583662898,1.00145583662898,baxter
Actinomycetales_unclassified,0.98714626265059,0.98714626265059,0.98714626265059,baxter
Anaerotruncus,0.98598777722847,0.98598777722847,0.98598777722847,baxter
Methylobacterium,0.95113869843291,0.95113869843291,0.95113869843291,baxter
Sutterella,0.916024210596651,0.916024210596651,0.916024210596651,baxter
Enterorhabdus,0.890661663211184,0.890661663211184,0.890661663211184,baxter
Actinobacteria_unclassified,0.882009669524133,0.882009669524133,0.882009669524133,baxter
Megasphaera,0.846427813068182,0.846427813068182,0.846427813068182,baxter
Peptococcus,0.835804590205007,0.835804590205007,0.835804590205007,baxter
Prevotellaceae_unclassified,0.824463065731363,0.824463065731363,0.824463065731363,baxter
Olsenella,0.81633251364499,0.81633251364499,0.81633251364499,baxter
Fusobacterium,0.793622289201209,0.793622289201209,0.793622289201209,baxter
Howardella,0.787363862374436,0.787363862374436,0.787363862374436,baxter
Sporobacter,0.782923527474746,0.782923527474746,0.782923527474746,baxter
Betaproteobacteria_unclassified,0.746097834592247,0.746097834592247,0.746097834592247,baxter
Alphaproteobacteria_unclassified,0.716571972473343,0.716571972473343,0.716571972473343,baxter
Staphylococcus,0.684893475416663,0.684893475416663,0.684893475416663,baxter
Atopobium,0.681487787767335,0.681487787767335,0.681487787767335,baxter
Selenomonas,0.671833086370454,0.671833086370454,0.671833086370454,baxter
Neisseria,0.63519622335773,0.63519622335773,0.63519622335773,baxter
Oribacterium,0.633943491284681,0.633943491284681,0.633943491284681,baxter
Leuconostoc,0.629965977821201,0.629965977821201,0.629965977821201,baxter
Veillonellaceae_unclassified,0.617707186907958,0.617707186907958,0.617707186907958,baxter
Finegoldia,0.614686249485321,0.614686249485321,0.614686249485321,baxter
Parvimonas,0.607335309350399,0.607335309350399,0.607335309350399,baxter
Bacillales_unclassified,0.602166860253541,0.602166860253541,0.602166860253541,baxter
Anaerococcus,0.584234569798138,0.584234569798138,0.584234569798138,baxter
Oxalobacteraceae_unclassified,0.583376616673814,0.583376616673814,0.583376616673814,baxter
Anaerorhabdus,0.581476715305086,0.581476715305086,0.581476715305086,baxter
Campylobacter,0.553959215098161,0.553959215098161,0.553959215098161,baxter
Alloprevotella,0.552230614674874,0.552230614674874,0.552230614674874,baxter
Paenibacillus,0.5282814616522,0.5282814616522,0.5282814616522,baxter
Acinetobacter,0.506861301963606,0.506861301963606,0.506861301963606,baxter
Peptoniphilus,0.500703730341856,0.500703730341856,0.500703730341856,baxter
Catenibacterium,0.500291899761659,0.500291899761659,0.500291899761659,baxter
Succiniclasticum,0.481412066878329,0.481412066878329,0.481412066878329,baxter
Solobacterium,0.478138996730094,0.478138996730094,0.478138996730094,baxter
Allisonella,0.451385626190825,0.451385626190825,0.451385626190825,baxter
Desulfovibrionales_unclassified,0.437840662319307,0.437840662319307,0.437840662319307,baxter
Weissella,0.345488835684407,0.345488835684407,0.345488835684407,baxter
Lachnospiraceae_unclassified,9.73026321891926,9.73026321891926,9.73026321891926,hale
Ruminococcus,9.60897911414193,9.60897911414193,9.60897911414193,hale
Clostridium_XlVa,8.83146138014497,8.83146138014497,8.83146138014497,hale
Oscillibacter,8.49172051688405,8.49172051688405,8.49172051688405,hale
Ruminococcaceae_unclassified,8.12484492401199,8.12484492401199,8.12484492401199,hale
Anaerostipes,8.04152409144158,8.04152409144158,8.04152409144158,hale
Dorea,7.96781453825225,7.96781453825225,7.96781453825225,hale
Bacteroidales_unclassified,7.7746015281716,7.7746015281716,7.7746015281716,hale
Parabacteroides,7.75570896306673,7.75570896306673,7.75570896306673,hale
Flavonifractor,7.74858798958959,7.74858798958959,7.74858798958959,hale
Bacteroides,7.74747225707446,7.74747225707446,7.74747225707446,hale
Faecalibacterium,7.61957949715839,7.61957949715839,7.61957949715839,hale
Blautia,7.52339100469524,7.52339100469524,7.52339100469524,hale
Roseburia,6.95609790131118,6.95609790131118,6.95609790131118,hale
Alistipes,6.9497932346886,6.9497932346886,6.9497932346886,hale
Butyricicoccus,6.94304428452082,6.94304428452082,6.94304428452082,hale
Clostridium_IV,6.89150651909458,6.89150651909458,6.89150651909458,hale
Firmicutes_unclassified,6.74285084183096,6.74285084183096,6.74285084183096,hale
Clostridiales_unclassified,6.70570097451933,6.70570097451933,6.70570097451933,hale
Ruminococcus,6.68436181076389,6.68436181076389,6.68436181076389,hale
Gemmiger,6.41852067845256,6.41852067845256,6.41852067845256,hale
Coprococcus,6.37712347255261,6.37712347255261,6.37712347255261,hale
Clostridium_XlVb,6.20762393198838,6.20762393198838,6.20762393198838,hale
Bacteria_unclassified,6.17891557139338,6.17891557139338,6.17891557139338,hale
Odoribacter,5.94778371368179,5.94778371368179,5.94778371368179,hale
Lachnospira,5.77478705529346,5.77478705529346,5.77478705529346,hale
Erysipelotrichaceae_unclassified,5.27572852735456,5.27572852735456,5.27572852735456,hale
Porphyromonadaceae_unclassified,5.26441950166689,5.26441950166689,5.26441950166689,hale
Barnesiella,4.8428028417016,4.8428028417016,4.8428028417016,hale
Collinsella,4.70276479651823,4.70276479651823,4.70276479651823,hale
Bacteroidetes_unclassified,4.54729849793535,4.54729849793535,4.54729849793535,hale
Clostridia_unclassified,4.25200950986122,4.25200950986122,4.25200950986122,hale
Holdemania,4.2394677067319,4.2394677067319,4.2394677067319,hale
Anaerovorax,4.13957195385223,4.13957195385223,4.13957195385223,hale
Clostridium_XVIII,4.11590572876469,4.11590572876469,4.11590572876469,hale
Clostridium_XI,4.08573192940614,4.08573192940614,4.08573192940614,hale
Peptostreptococcaceae_unclassified,4.01598711436862,4.01598711436862,4.01598711436862,hale
Butyricimonas,3.96647285010867,3.96647285010867,3.96647285010867,hale
Coriobacteriaceae_unclassified,3.74601595959228,3.74601595959228,3.74601595959228,hale
Clostridiaceae_1_unclassified,3.37803312280329,3.37803312280329,3.37803312280329,hale
Proteobacteria_unclassified,3.37331797792719,3.37331797792719,3.37331797792719,hale
Clostridium_sensu_stricto,3.22972076068683,3.22972076068683,3.22972076068683,hale
Alphaproteobacteria_unclassified,3.16820921332989,3.16820921332989,3.16820921332989,hale
Paraprevotella,3.09783594223154,3.09783594223154,3.09783594223154,hale
Prevotella,3.02428846728327,3.02428846728327,3.02428846728327,hale
Prevotellaceae_unclassified,2.98180352418928,2.98180352418928,2.98180352418928,hale
Acetivibrio,2.92428071142916,2.92428071142916,2.92428071142916,hale
Anaerotruncus,2.92246541236331,2.92246541236331,2.92246541236331,hale
Acetanaerobacterium,2.80469483320265,2.80469483320265,2.80469483320265,hale
Rikenellaceae_unclassified,2.50555471999895,2.50555471999895,2.50555471999895,hale
Deltaproteobacteria_unclassified,2.2847715716144,2.2847715716144,2.2847715716144,hale
Hallella,2.12847743793652,2.12847743793652,2.12847743793652,hale
Parasutterella,2.0660195378845,2.0660195378845,2.0660195378845,hale
Eggerthella,1.77360175571189,1.77360175571189,1.77360175571189,hale
Howardella,1.74998837346544,1.74998837346544,1.74998837346544,hale
Coprobacillus,1.66222035709119,1.66222035709119,1.66222035709119,hale
