"Group","Abiotrophia","Acetivibrio","Acidaminococcaceae_unclassified","Acidaminococcus","Acinetobacter","Actinobacteria_unclassified","Actinomyces","Actinomycetales_unclassified","Aggregatibacter","Akkermansia","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alloscardovia","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerostipes","Anaerotruncus","Arcobacter","Asaccharobacter","Atopobium","Bacillales_unclassified","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brochothrix","Burkholderiales_incertae_sedis_unclassified","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Capnocytophaga","Cardiobacterium","Carnobacterium","Catenibacterium","Cellulosilyticum","Cloacibacillus","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Comamonadaceae_unclassified","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacteriaceae_unclassified","Corynebacterium","Delftia","Deltaproteobacteria_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Eikenella","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelothrix","Erysipelotrichaceae_unclassified","Escherichia/Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Filifactor","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavonifractor","Fructobacillus","Fusobacteriaceae_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Gemella","Gemmiger","Geobacillus","Gordonibacter","Granulicatella","Haemophilus","Hallella","Helcococcus","Holdemania","Howardella","Kingella","Klebsiella","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leuconostoc","Marvinbryantia","Megamonas","Megasphaera","Methylobacterium","Mitsuokella","Mogibacterium","Moraxellaceae_unclassified","Morganella","Murdochiella","Negativicoccus","Neisseria","Neisseriaceae_unclassified","Novosphingobium","Odoribacter","Olsenella","Oscillibacter","Oxalobacter","Pantoea","Parabacteroides","Paraeggerthella","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pasteurellaceae_unclassified","Pediococcus","Pelomonas","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Planococcaceae_unclassified","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacteriaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoramibacter","Pyramidobacter","Rhizobiales_unclassified","Rikenella","Rikenellaceae_unclassified","Roseburia","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Salmonella","Sarcina","Selenomonadales_unclassified","Selenomonas","Serratia","Shuttleworthia","Slackia","Soonwooa","Sphingomonadaceae_unclassified","SR1_unclassified","Staphylococcus","Stenotrophomonas","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Sutterella","Synergistaceae_unclassified","Turicibacter","Veillonella","Veillonellaceae_unclassified","Weissella","Xanthomonadaceae_unclassified"
"SRR1978739",0,0,0,0,0,0,4,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,54,365,0,0,0,0,0,2,341,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,106,0,0,128,49,8,253,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,459,0,0,71,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,1184,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,0,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,77,16,0,0,156,0,0,0,0,0,0,0,0,0,0,12,0,15,0,41,0,0,0,0
"SRR1978740",0,0,0,0,0,0,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,4,542,12,3,0,0,0,0,298,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,11,0,0,58,1,0,82,0,0,0,0,19,0,0,0,9,0,0,0,0,0,0,3,17,44,0,0,0,0,0,0,0,0,9,0,0,0,0,285,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,15,0,0,0,10,0,0,0,0,0,7,0,5,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,457,53,0,0,0,49,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,0,0,0
"SRR1978741",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,274,0,0,0,5,209,0,1055,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,30,0,0,4,7,209,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,103,8,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,223,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,61,0,95,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,3,0,0,4,0,0,0
"SRR1978742",0,0,0,0,0,0,4,0,0,0,22,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,47,864,0,2,0,0,0,0,471,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,44,0,0,0,0,0,0,0,25,0,0,0,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,2,0,0,289,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,2,0,403,31,89,0,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"SRR1978743",0,0,0,0,0,0,4,0,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,0,0,0,0,0,0,373,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,6,0,0,0,0,0,0,0,45,0,0,0,1,0,0,11,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0
"SRR1978745",0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,532,12,0,0,12,77,0,806,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,0,0,0,0,1,0,0,0,0,583,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,89,0,84,0,8,0,0,0,0,0,0,0,0,0,24,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,1,0,106,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"SRR1978746",0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,154,11,206,18,1,2,0,33,1,905,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,9,0,0,83,1,0,6,0,0,0,0,11,0,0,1,19,0,0,0,2,2,0,0,0,19,0,3,0,0,0,1,0,0,4,0,0,0,0,544,0,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,1069,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,110,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,265,93,2,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"SRR1978747",0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,196,0,50,1,0,0,0,3,0,585,0,1,1,31,0,0,0,0,0,0,0,0,0,0,7,13,0,0,159,0,0,146,0,0,8,0,0,0,0,0,26,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,10,1,0,0,0,266,0,0,21,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,6,915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,172,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,1,0,0,0,0
"SRR1978748",0,0,0,23,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,354,30,0,0,0,4,0,639,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,8,0,0,0,1,119,0,0,0,7,0,0,0,2,0,0,0,0,66,0,1,0,0,0,0,0,0,5,0,0,0,0,547,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,58,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,4,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,4,0,0,37,0,0,0,15,0,0,0,0,0,0,13,0,35,0,0,6,0,0,0
"SRR1978749",0,0,0,0,0,2,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,3,98,0,1,0,0,24,1,210,0,0,0,17,6,0,0,0,0,0,0,0,0,0,1,45,0,0,131,0,0,153,0,1,0,0,23,0,0,0,23,0,0,0,0,0,0,1,192,96,0,0,0,0,0,0,0,0,6,16,0,0,0,369,0,0,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,115,632,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,26,0,395,2,0,0,0,0,0,0,0,0,0,0,0,5,0,431,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,22,3,0,2,0
"SRR1978750",0,0,0,0,0,1,1,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,171,986,0,4,0,0,0,13,160,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,14,0,0,69,62,0,56,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,4,0,0,0,0,339,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,42,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,229,5,45,0,0,82,0,0,0,3,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0
"SRR1978751",0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,2,269,0,0,0,0,0,0,533,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,6,0,2,0,0,0,24,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,224,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,303,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"SRR1978752",0,0,1,0,0,0,1,0,0,0,31,0,0,0,64,0,0,0,0,0,0,0,0,4,0,0,0,0,0,286,62,749,0,11,0,0,0,8,203,0,0,0,47,9,0,0,0,0,0,0,0,0,0,2,0,0,0,55,0,0,50,0,0,0,0,56,25,0,0,11,0,0,0,0,0,0,0,0,45,0,2,0,0,0,0,0,0,4,0,0,0,0,186,0,0,35,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,1,0,43,0,48,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,2,0,0,0,0,0,0,9,0,414,69,73,0,0,17,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"SRR1978753",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,402,0,0,0,0,2,0,519,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,120,0,0,0,1,0,0,0,0,69,0,0,0,0,0,0,0,1,127,0,1,0,0,0,0,0,0,77,0,0,0,0,276,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,8,1756,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,274,92,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0
"SRR1978755",0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,307,0,1035,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,152,2,0,55,0,2,0,4,284,0,0,0,18,0,0,0,0,0,0,0,0,128,0,23,0,0,0,13,0,0,9,0,0,5,0,5,0,0,6,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,616,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,88,0,0,0,0,0,0,1227,0,0,0,0,0,0,2,0
"SRR1978757",0,0,0,0,0,1,1,1,0,20,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,4,0,260,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,520,0,0,46,0,76,237,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,186,72,0,0,0,66,0,0,0,0,0,300,0,1,0,253,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,273,4,412,0,1,12,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,2,38,0,0,0,0,0,0,1,0,0,0,0,0,0,134,0,2,0,14,42,1,0,0
"SRR1978758",0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,224,1,0,0,0,0,1,1207,0,0,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,9,0,0,24,3,23,0,0,0,62,0,11,0,0,0,0,0,3,48,0,0,0,0,0,0,0,0,4,0,0,0,0,404,0,0,10,0,3,0,0,1,0,3,0,0,1,1,5,0,0,3,0,0,0,1,585,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,26,0,0,0,1,1,0,0,0,0,0,0,0,0,102,0,51,1,1,0,0,0,7,0,0,0,0,0,0,0,0,10,197,191,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,1,0,0,2,0,0,0
"SRR1978759",0,0,0,0,0,0,10,0,0,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,475,0,0,0,1,86,0,374,9,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,3,0,0,0,21,177,0,0,0,12,1,0,0,0,0,0,0,0,54,0,18,0,0,0,0,0,2,37,8,0,1,0,229,0,0,8,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,53,951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,96,0,277,0,0,0,0,0,0,16,0,0,0,0,0,0,30,0,7,0,0,1,0,0,0
"SRR1978760",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,666,1,169,72,3,2,0,4,1,484,0,0,0,17,2,0,0,0,0,0,0,0,0,0,7,20,0,0,93,3,2,30,0,1,0,0,2,0,0,0,18,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,38,0,0,0,0,68,0,0,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,200,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"SRR1978761",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,428,0,0,0,0,1,0,260,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,58,0,0,53,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,38,0,2,0,2,0,0,0,0,0,1112,0,0,0,135,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SRR1978762",0,0,0,0,0,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,40,0,2,0,0,7,0,55,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,71,0,0,242,2,1,253,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,152,42,0,0,0,1,0,0,0,0,6,0,0,0,0,177,0,0,14,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,14,345,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,8,0,598,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,19,5,0,0,0
"SRR1978763",0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,38,3,1,0,0,2,0,557,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,53,0,0,63,0,0,232,0,0,0,3,1,0,0,0,40,0,0,0,0,6,0,0,0,104,0,0,0,4,0,0,0,0,5,23,0,0,0,307,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,4,486,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,202,72,31,0,0,5,0,0,0,0,0,0,0,0,0,7,2,0,0,0,14,3,0,0,0
"SRR1978764",0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,34,0,0,0,1,1650,0,361,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,33,0,1,24,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,6,31,0,2,0,0,0,0,0,0,12,0,0,0,0,83,0,0,41,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,85,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
"SRR1978765",0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,40,1,0,0,0,67,0,2272,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,24,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,646,0,15,0,0,0,0,0,0,0,0,0,0,0,293,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,15,1920,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,28,601,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,9,0,0,0,0
"SRR1978766",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,101,0,0,0,8,644,0,622,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,14,0,0,0,1,76,0,0,0,6,0,0,0,0,0,0,0,4,361,0,0,0,0,0,0,0,0,0,0,0,13,0,83,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,39,7,0,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0
"SRR1978767",0,0,0,71,0,3,1,0,0,3,90,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,480,0,0,0,0,1,2,523,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,399,7,0,11,0,0,0,7,3,0,1,0,11,0,0,1,1,0,0,20,0,83,0,0,0,0,0,0,0,0,245,79,0,0,0,156,0,0,1830,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,529,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,39,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,56,92,12,0,0,4,0,0,0,1,0,1,0,0,0,0,55,0,0,0,0,0,0,0,0
"SRR1978768",0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,83,0,2,0,0,24,0,919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,128,4,1,2,0,0,0,1,109,0,0,0,3,0,0,0,0,0,0,0,3,228,0,0,0,0,0,0,0,0,4,1,0,0,0,31,0,0,8,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1113,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,531,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
"SRR1978769",0,0,0,0,0,1,2,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,653,5,0,0,3,1,0,564,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,51,2,0,30,0,3,0,0,0,0,0,0,4,0,1,0,3,1,0,0,0,13,0,7,0,0,0,0,0,0,1,0,0,0,0,37,0,0,12,0,7,0,0,1,0,5,0,0,0,2,646,0,0,0,0,0,0,3,1044,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,49,0,4,0,15,0,0,0,0,0,0,4,0,0,16,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,2,62,0,16,0,0,0,0,0,0,0,15,0,0,0,0,0,57,0,0,0,0,11,0,0,0
"SRR1978770",0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,36,0,0,0,0,31,0,570,0,0,0,16,0,0,0,0,0,0,0,8,0,0,3,2,0,0,26,5,0,25,0,0,0,0,74,0,0,0,12,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,22,0,0,0,0,43,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133,76,48,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0
